PRODUCTO,ZONA,SITIO,MANEJO,EDAD,RENDIMIENTO
2,4,1,5,22,76.74
2,4,1,5,23,82.49
2,4,1,5,24,83.79
2,4,1,5,25,84.92
2,4,1,5,26,85.87
2,4,1,5,27,86.69
2,4,1,5,28,87.38
2,4,1,5,29,87.97
2,4,1,5,30,88.47
2,4,2,5,22,63.23
2,4,2,5,23,65.45
2,4,2,5,24,67.11
2,4,2,5,25,68.51
2,4,2,5,26,83.33
2,4,2,5,27,84.21
2,4,2,5,28,84.95
2,4,2,5,29,85.55
2,4,2,5,30,85.97
2,4,3,5,22,39.18
2,4,3,5,23,42.25
2,4,3,5,24,44.84
2,4,3,5,25,47.01
2,4,3,5,26,48.82
2,4,3,5,27,81.58
2,4,3,5,28,82.49
2,4,3,5,29,80.28
2,4,3,5,30,80.71
2,4,4,5,22,25.14
2,4,4,5,23,27
2,4,4,5,24,28.63
2,4,4,5,25,30.06
2,4,4,5,26,47.86
2,4,4,5,27,48.93
2,4,4,5,28,49.82
2,4,4,5,29,50.56
2,4,4,5,30,51.17
2,5,1,5,22,11.45
2,5,1,5,23,18.35
2,5,1,5,24,19.08
2,5,1,5,25,21.16
2,5,1,5,26,29.35
2,5,1,5,27,29.9
2,5,1,5,28,30.34
2,5,1,5,29,30.7
2,5,1,5,30,30.97
2,5,2,5,22,7.34
2,5,2,5,23,13.63
2,5,2,5,24,14.18
2,5,2,5,25,16.54
2,5,2,5,26,17.05
2,5,2,5,27,17.5
2,5,2,5,28,17.88
2,5,2,5,29,18.19
2,5,2,5,30,18.44
2,5,3,5,22,2.39
2,5,3,5,23,2.58
2,5,3,5,24,6.63
2,5,3,5,25,6.95
2,5,3,5,26,7.23
2,5,3,5,27,7.48
2,5,3,5,28,7.69
2,5,3,5,29,9.96
2,5,3,5,30,10.19
2,6,1,5,22,102.05
2,6,1,5,23,104.02
2,6,1,5,24,110.92
2,6,1,5,25,112.4
2,6,1,5,26,113.67
2,6,1,5,27,114.75
2,6,1,5,28,115.67
2,6,1,5,29,116.45
2,6,1,5,30,117.11
2,6,2,5,22,53.76
2,6,2,5,23,79.73
2,6,2,5,24,81.53
2,6,2,5,25,83.41
2,6,2,5,26,84.76
2,6,2,5,27,85.89
2,6,2,5,28,86.83
2,6,2,5,29,101.22
2,6,2,5,30,101.82
2,6,3,5,22,28.32
2,6,3,5,23,52.72
2,6,3,5,24,55.25
2,6,3,5,25,57.23
2,6,3,5,26,58.94
2,6,3,5,27,60.42
2,6,3,5,28,61.68
2,6,3,5,29,80.99
2,6,3,5,30,81.62
2,6,4,5,22,19.64
2,6,4,5,23,21.35
2,6,4,5,24,24.45
2,6,4,5,25,26.05
2,6,4,5,26,27.49
2,6,4,5,27,42.23
2,6,4,5,28,43.34
2,6,4,5,29,44.29
2,6,4,5,30,45.1
2,7,1,5,22,47.76
2,7,1,5,23,63.59
2,7,1,5,24,65.16
2,7,1,5,25,66.5
2,7,1,5,26,67.62
2,7,1,5,27,77.08
2,7,1,5,28,78.02
2,7,1,5,29,78.52
2,7,1,5,30,79.21
2,7,2,5,22,43.62
2,7,2,5,23,45.3
2,7,2,5,24,46.76
2,7,2,5,25,48.02
2,7,2,5,26,49.08
2,7,2,5,27,66.71
2,7,2,5,28,64.89
2,7,2,5,29,65.53
2,7,2,5,30,78.97
2,7,3,5,23,34.75
2,7,3,5,24,36.25
2,7,3,5,25,37.52
2,7,3,5,26,38.58
2,7,3,5,27,75.68
2,7,3,5,28,76.67
2,7,3,5,29,56.59
2,7,3,5,30,57.83
2,7,4,5,26,13.26
2,7,4,5,27,14.81
2,7,4,5,28,16.2
2,7,4,5,29,17.56
2,7,4,5,30,18.81
2,9,1,5,22,97.62
2,9,1,5,23,99.42
2,9,1,5,24,107.19
2,9,1,5,25,108.56
2,9,1,5,26,109.73
2,9,1,5,27,110.72
2,9,1,5,28,111.57
2,9,1,5,29,112.28
2,9,1,5,30,112.89
2,9,2,5,22,61.11
2,9,2,5,23,63.44
2,9,2,5,24,65.41
2,9,2,5,25,67.08
2,9,2,5,26,68.48
2,9,2,5,27,69.65
2,9,2,5,28,70.61
2,9,2,5,29,71.4
2,9,2,5,30,72.04
2,9,3,5,23,10.3
2,9,3,5,24,11.83
2,9,3,5,25,13.21
2,9,3,5,26,14.44
2,9,3,5,27,15.51
2,9,3,5,28,16.44
2,9,3,5,29,17.25
2,9,3,5,30,17.94
2,1,1,6,22,10.2
2,1,1,6,23,10.23
2,1,1,6,24,10.35
2,1,1,6,25,20.25
2,1,1,6,26,9.95
2,1,1,6,27,9.98
2,1,1,6,28,10
2,1,1,6,29,9.93
2,1,1,6,30,9.92
2,1,2,6,22,7.96
2,1,2,6,23,17.47
2,1,2,6,24,12.91
2,1,2,6,25,9.36
2,1,2,6,26,9.47
2,1,2,6,27,9.56
2,1,2,6,28,9.47
2,1,2,6,29,9.62
2,1,2,6,30,9.62
2,1,3,6,22,4.14
2,1,3,6,23,10.09
2,1,3,6,24,5.91
2,1,3,6,25,5.99
2,1,3,6,26,6.12
2,1,3,6,27,13.41
2,1,3,6,28,13.36
2,1,3,6,29,7.16
2,1,3,6,30,7.21
2,1,4,6,22,1.99
2,1,4,6,23,2.27
2,1,4,6,24,2.54
2,1,4,6,25,6.62
2,1,4,6,26,4.15
2,1,4,6,27,4.37
2,1,4,6,28,4.47
2,1,4,6,29,4.59
2,1,4,6,30,4.74
2,2,1,6,22,8.4
2,2,1,6,23,8.36
2,2,1,6,24,8.43
2,2,1,6,26,7.1
2,2,1,6,27,7.14
2,2,1,6,28,7.17
2,2,1,6,29,7.2
2,2,1,6,30,7.13
2,2,2,6,22,8.57
2,2,2,6,23,8.72
2,2,2,6,24,8.83
2,2,2,6,25,8.17
2,2,2,6,26,8.21
2,2,2,6,27,8.25
2,2,2,6,28,8.27
2,2,2,6,29,8.14
2,2,3,6,22,6.86
2,2,3,6,23,15.16
2,2,3,6,24,8.06
2,2,3,6,25,8.14
2,2,3,6,26,8.23
2,2,3,6,27,8.18
2,2,3,6,28,8.28
2,2,3,6,29,8.28
2,2,3,6,30,8.17
2,2,4,6,22,8.12
2,2,4,6,23,5.01
2,2,4,6,24,5.14
2,2,4,6,25,11.78
2,2,4,6,26,6.57
2,2,4,6,27,6.54
2,2,4,6,28,6.61
2,2,4,6,29,6.68
2,2,4,6,30,6.73
2,4,1,6,22,3.74
2,4,2,6,22,28.83
2,4,2,6,23,10.79
2,4,2,6,24,10.67
2,4,2,6,25,10.57
2,4,2,6,26,13.22
2,4,2,6,27,2.81
2,4,2,6,28,2.87
2,4,2,6,29,2.94
2,4,2,6,30,3.01
2,4,3,6,22,63.18
2,4,3,6,23,63.51
2,4,3,6,24,31.12
2,4,3,6,25,30.69
2,4,3,6,26,30.34
2,4,3,6,27,39.74
2,4,3,6,28,9.78
2,4,3,6,29,9.91
2,4,3,6,30,10.06
2,4,4,6,22,14.41
2,4,4,6,23,44.21
2,4,4,6,24,45.47
2,4,4,6,25,27.98
2,4,4,6,26,27.71
2,4,4,6,27,27.39
2,4,4,6,28,48.73
2,4,4,6,29,47.97
2,4,4,6,30,20.96
2,5,1,6,22,8.3
2,5,1,6,23,8.59
2,5,1,6,24,8.82
2,5,1,6,25,10.66
2,5,1,6,26,10.41
2,5,1,6,27,10.43
2,5,1,6,28,10.43
2,5,1,6,29,10.4
2,5,1,6,30,10.35
2,5,2,6,22,12.24
2,5,2,6,23,9.78
2,5,2,6,24,10.12
2,5,2,6,25,9.99
2,5,2,6,26,10.19
2,5,2,6,27,10.35
2,5,2,6,28,5.72
2,5,2,6,29,5.74
2,5,2,6,30,12.16
2,5,3,6,22,2.24
2,5,3,6,23,5.89
2,5,3,6,24,6.23
2,5,3,6,25,6.54
2,5,3,6,26,6.8
2,5,3,6,27,7.04
2,5,3,6,28,7.24
2,5,3,6,29,7.1
2,5,3,6,30,7.23
2,5,4,6,30,2.39
2,6,1,6,22,16.51
2,6,1,6,23,3.25
2,6,1,6,24,3.3
2,6,1,6,25,3.36
2,6,1,6,26,3.42
2,6,1,6,27,3.49
2,6,2,6,22,47.22
2,6,2,6,23,22.28
2,6,2,6,24,21.65
2,6,2,6,25,27.36
2,6,2,6,26,26.82
2,6,2,6,27,6.22
2,6,2,6,28,6.22
2,6,2,6,29,6.23
2,6,2,6,30,6.26
2,6,3,6,22,39.66
2,6,3,6,23,41.13
2,6,3,6,24,26.08
2,6,3,6,25,25.89
2,6,3,6,26,46.6
2,6,3,6,27,45.84
2,6,3,6,28,45.12
2,6,3,6,29,19.77
2,6,3,6,30,19.48
2,6,4,6,22,8.1
2,6,4,6,23,9.97
2,6,4,6,24,11.81
2,6,4,6,25,28.7
2,6,4,6,26,29.83
2,6,4,6,27,30.69
2,6,4,6,28,31.32
2,6,4,6,29,31.77
2,6,4,6,30,19.1
2,7,1,6,22,12.35
2,7,1,6,23,12.4
2,7,1,6,24,12.45
2,7,1,6,25,7.2
2,7,1,6,26,7.32
2,7,1,6,27,7.44
2,7,1,6,28,7.54
2,7,1,6,30,2.56
2,7,2,6,22,14.29
2,7,2,6,23,14.54
2,7,2,6,24,14.74
2,7,2,6,25,12.83
2,7,2,6,26,12.93
2,7,2,6,27,15.54
2,7,2,6,28,9.65
2,7,2,6,29,9.84
2,7,2,6,30,10.03
2,7,3,6,22,18.31
2,7,3,6,23,18.97
2,7,3,6,24,38.93
2,7,3,6,25,19.63
2,7,3,6,26,19.9
2,7,3,6,27,20.14
2,7,3,6,28,25.94
2,7,3,6,29,12.52
2,7,3,6,30,12.42
2,7,4,6,22,3.95
2,7,4,6,23,12.98
2,7,4,6,24,9.01
2,7,4,6,25,9.43
2,7,4,6,26,9.95
2,7,4,6,27,24.07
2,7,4,6,28,24.47
2,7,4,6,29,14
2,7,4,6,30,14.07
2,9,1,6,22,2.57
2,9,1,6,23,2.57
2,9,1,6,24,2.59
2,9,1,6,25,2.61
2,9,1,6,26,2.63
2,9,2,6,22,13.21
2,9,2,6,23,13.04
2,9,2,6,24,12.85
2,9,2,6,25,12.66
2,9,2,6,28,8.86
2,9,2,6,29,8.78
2,9,2,6,30,8.7
2,9,3,6,22,8.62
2,9,3,6,23,10.24
2,9,3,6,24,11.73
2,9,3,6,25,13.07
2,9,3,6,27,26.13
2,9,3,6,28,26.25
2,9,3,6,29,26.31
2,9,3,6,30,26.32
3,1,1,1,18,2.12
3,1,1,1,19,9.56
3,1,1,1,20,11.15
3,1,1,1,21,12.74
3,1,1,1,22,16.07
3,1,1,1,23,21.35
3,1,1,1,24,26.06
3,1,1,1,25,28.6
3,1,1,1,26,43.26
3,1,1,1,27,47.28
3,1,1,1,28,50.47
3,1,1,1,29,53.27
3,1,1,1,30,55.95
3,1,2,1,19,2.58
3,1,2,1,20,3.06
3,1,2,1,21,5.4
3,1,2,1,22,6.21
3,1,2,1,23,7.01
3,1,2,1,24,12.87
3,1,2,1,25,14.32
3,1,2,1,26,24.16
3,1,2,1,27,28.97
3,1,2,1,28,31.07
3,1,2,1,29,33.08
3,1,2,1,30,37.46
3,1,3,1,21,2.38
3,1,3,1,22,2.76
3,1,3,1,23,3.15
3,1,3,1,24,5.6
3,1,3,1,25,6.26
3,1,3,1,26,9.02
3,1,3,1,27,13.01
3,1,3,1,28,21.1
3,1,3,1,29,22.58
3,1,3,1,30,27.54
3,1,4,1,27,1.3
3,1,4,1,28,1.51
3,1,4,1,29,4.7
3,1,4,1,30,5.21
3,2,1,1,18,9.18
3,2,1,1,19,10.76
3,2,1,1,20,27.99
3,2,1,1,21,35.84
3,2,1,1,22,39.56
3,2,1,1,23,54.04
3,2,1,1,24,63.83
3,2,1,1,25,87.73
3,2,1,1,26,92.51
3,2,1,1,27,102.51
3,2,1,1,28,116.16
3,2,1,1,29,121.5
3,2,1,1,30,144.99
3,2,2,1,19,5.77
3,2,2,1,20,10.16
3,2,2,1,21,11.6
3,2,2,1,22,16.96
3,2,2,1,23,24.4
3,2,2,1,24,40.16
3,2,2,1,25,43.3
3,2,2,1,26,55.67
3,2,2,1,27,68.2
3,2,2,1,28,71.96
3,2,2,1,29,81.93
3,2,2,1,30,86.24
3,2,3,1,20,2.99
3,2,3,1,21,3.55
3,2,3,1,22,8.11
3,2,3,1,23,16.79
3,2,3,1,24,18.75
3,2,3,1,25,20.66
3,2,3,1,26,28.04
3,2,3,1,27,36.01
3,2,3,1,28,38.82
3,2,3,1,29,46.04
3,2,3,1,30,62.64
3,2,4,1,23,4.36
3,2,4,1,24,4.93
3,2,4,1,25,8.72
3,2,4,1,26,9.6
3,2,4,1,27,10.49
3,2,4,1,28,11.34
3,2,4,1,29,21.69
3,2,4,1,30,23.36
3,4,1,1,18,9.17
3,4,1,1,19,11.21
3,4,1,1,20,13.22
3,4,1,1,21,38.5
3,4,1,1,22,42.07
3,4,1,1,23,45.35
3,4,1,1,24,48.33
3,4,1,1,25,62.31
3,4,1,1,26,65.34
3,4,1,1,27,68.06
3,4,1,1,28,90.39
3,4,1,1,29,91.86
3,4,1,1,30,93.1
3,4,2,1,20,10.57
3,4,2,1,21,17.17
3,4,2,1,22,19.27
3,4,2,1,23,21.22
3,4,2,1,24,23.03
3,4,2,1,25,16.37
3,4,2,1,26,42.8
3,4,2,1,27,44.09
3,4,2,1,28,45.2
3,4,2,1,29,46.15
3,4,2,1,30,46.96
3,5,1,1,21,5.69
3,5,1,1,22,6.45
3,5,1,1,23,7.19
3,5,1,1,24,7.91
3,5,1,1,25,8.59
3,5,1,1,26,12.8
3,5,1,1,27,13.79
3,5,1,1,28,23.33
3,5,1,1,29,24.4
3,5,1,1,30,25.38
3,5,2,1,25,4.63
3,5,2,1,26,4.96
3,5,2,1,27,8.44
3,5,2,1,28,8.94
3,5,2,1,29,9.4
3,5,2,1,30,9.82
3,6,1,1,18,11.19
3,6,1,1,19,14.59
3,6,1,1,20,17.44
3,6,1,1,21,41.05
3,6,1,1,22,49.54
3,6,1,1,23,53.69
3,6,1,1,24,57.52
3,6,1,1,25,61.04
3,6,1,1,26,76.8
3,6,1,1,27,80.24
3,6,1,1,28,86.89
3,6,1,1,29,90
3,6,1,1,30,125.49
3,6,2,1,18,4.77
3,6,2,1,19,6.29
3,6,2,1,20,7.9
3,6,2,1,21,24.44
3,6,2,1,22,27.8
3,6,2,1,23,31.04
3,6,2,1,24,37.71
3,6,2,1,25,41.13
3,6,2,1,26,44.35
3,6,2,1,27,47.37
3,6,2,1,28,85.25
3,6,2,1,29,88.43
3,6,2,1,30,91.31
3,6,3,1,19,7.55
3,6,3,1,20,9.43
3,6,3,1,21,11.34
3,6,3,1,22,13.23
3,6,3,1,23,31.84
3,6,3,1,24,34.52
3,6,3,1,25,36.97
3,6,3,1,26,44.72
3,6,3,1,27,47.28
3,6,3,1,28,49.6
3,6,3,1,29,51.7
3,6,3,1,30,53.59
3,6,4,1,20,3.44
3,6,4,1,21,4.34
3,6,4,1,22,7.57
3,6,4,1,23,9.06
3,6,4,1,24,10.54
3,6,4,1,25,24.83
3,6,4,1,26,27.02
3,6,4,1,27,29.05
3,6,4,1,28,30.93
3,6,4,1,29,32.65
3,6,4,1,30,39.5
3,7,1,1,19,3.3
3,7,1,1,20,4.13
3,7,1,1,21,4.98
3,7,1,1,22,17.31
3,7,1,1,23,19.14
3,7,1,1,24,26.91
3,7,1,1,25,29.17
3,7,1,1,26,31.26
3,7,1,1,27,33.19
3,7,1,1,28,17.2
3,7,1,1,29,57.59
3,7,1,1,30,58.99
3,9,1,1,20,19.21
3,9,1,1,21,21.02
3,9,1,1,22,33.23
3,9,1,1,23,35.74
3,9,1,1,24,50.1
3,9,1,1,25,53.12
3,9,1,1,26,65.17
3,9,1,1,27,66.46
3,9,1,1,28,60.42
3,9,1,1,29,97.96
3,9,1,1,30,123.97
3,9,2,1,28,25.58
3,9,2,1,29,26.2
3,9,2,1,30,26.74
3,1,1,2,18,30.42
3,1,1,2,19,40.27
3,1,1,2,20,45.5
3,1,1,2,21,58.02
3,1,1,2,22,84.11
3,1,1,2,23,92.13
3,1,1,2,24,98.85
3,1,1,2,25,103.69
3,1,1,2,26,121.56
3,1,1,2,27,132.94
3,1,1,2,28,139.36
3,1,1,2,29,165.48
3,1,1,2,30,169.32
3,1,2,2,18,7.15
3,1,2,2,19,17.08
3,1,2,2,20,21.79
3,1,2,2,21,27.58
3,1,2,2,22,30.37
3,1,2,2,23,57.01
3,1,2,2,24,60.86
3,1,2,2,25,66.75
3,1,2,2,26,70.35
3,1,2,2,27,86.54
3,1,2,2,28,90.23
3,1,2,2,29,99.26
3,1,2,2,30,105.53
3,1,3,2,19,3.35
3,1,3,2,20,3.9
3,1,3,2,21,6.97
3,1,3,2,22,15.03
3,1,3,2,23,19
3,1,3,2,24,24.31
3,1,3,2,25,26.28
3,1,3,2,26,28.16
3,1,3,2,27,39.44
3,1,3,2,28,53.35
3,1,3,2,29,58.09
3,1,3,2,30,63.79
3,1,4,2,24,3.13
3,1,4,2,25,5.44
3,1,4,2,26,6.12
3,1,4,2,27,6.77
3,1,4,2,28,10.15
3,1,4,2,29,11.14
3,1,4,2,30,12.09
3,2,1,2,18,43.15
3,2,1,2,19,77.53
3,2,1,2,20,92.07
3,2,1,2,21,99.63
3,2,1,2,22,127.9
3,2,1,2,23,164.22
3,2,1,2,24,184.79
3,2,1,2,25,210.57
3,2,1,2,26,221.39
3,2,1,2,27,234.13
3,2,1,2,28,263.81
3,2,1,2,29,270.16
3,2,1,2,30,304.05
3,2,2,2,18,13.86
3,2,2,2,19,34.98
3,2,2,2,20,43.92
3,2,2,2,21,48.13
3,2,2,2,22,67.56
3,2,2,2,23,96.24
3,2,2,2,24,102.17
3,2,2,2,25,113.49
3,2,2,2,26,140.56
3,2,2,2,27,146.45
3,2,2,2,28,176.06
3,2,2,2,29,185.83
3,2,2,2,30,190.81
3,2,3,2,18,4.06
3,2,3,2,19,15.2
3,2,3,2,20,19.78
3,2,3,2,21,25.46
3,2,3,2,22,42.28
3,2,3,2,23,51.62
3,2,3,2,24,61.09
3,2,3,2,25,65.73
3,2,3,2,26,79.95
3,2,3,2,27,88.95
3,2,3,2,28,115.54
3,2,3,2,29,122.11
3,2,3,2,30,133.82
3,2,4,2,21,8.19
3,2,4,2,22,9.39
3,2,4,2,23,10.56
3,2,4,2,24,16.24
3,2,4,2,25,32.01
3,2,4,2,26,34.47
3,2,4,2,27,36.76
3,2,4,2,28,44.66
3,2,4,2,29,47.4
3,2,4,2,30,60.55
3,4,1,2,18,67.48
3,4,1,2,19,111.29
3,4,1,2,20,133.43
3,4,1,2,21,140.08
3,4,1,2,22,180.83
3,4,1,2,23,215.28
3,4,1,2,24,220.19
3,4,1,2,25,234.45
3,4,1,2,26,256.36
3,4,1,2,27,286.06
3,4,1,2,28,305.86
3,4,1,2,29,307.79
3,4,1,2,30,309.26
3,4,2,2,18,32.72
3,4,2,2,19,38.5
3,4,2,2,20,76.34
3,4,2,2,21,83.24
3,4,2,2,22,99.32
3,4,2,2,23,105.06
3,4,2,2,24,143.25
3,4,2,2,25,147.83
3,4,2,2,26,173.81
3,4,2,2,27,177.99
3,4,2,2,28,176.48
3,4,2,2,29,186.87
3,4,2,2,30,240.09
3,4,3,2,21,28.02
3,4,3,2,22,29.08
3,4,3,2,23,29.96
3,4,3,2,24,63.85
3,4,3,2,25,64.72
3,4,3,2,26,65.37
3,4,3,2,27,65.85
3,4,3,2,28,84.4
3,4,3,2,29,84.47
3,4,3,2,30,84.44
3,4,4,2,20,6.48
3,4,4,2,21,7.77
3,4,4,2,22,9
3,4,4,2,23,28.23
3,4,4,2,24,34.1
3,4,4,2,25,36.32
3,4,4,2,26,38.29
3,4,4,2,27,40.03
3,4,4,2,28,62.3
3,4,4,2,29,63.28
